ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,signal
EMR,2020/7/2,2020/7/10,[14],"[6, 15]",['2020-07-23'],"['2020-07-20', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",41,37,2020/8/10,26,21,0.042017438,F
DRQ,2020/2/28,2020/5/14,"[12, 24, 29, 42, 51, 69, 75, 88, 95, 99, 105]","[21, 30, 38, 54]","['2020-03-17', '2020-04-02', '2020-04-09', '2020-04-29', '2020-05-12', '2020-06-08', '2020-06-16', '2020-07-06', '2020-07-15', '2020-07-21', '2020-07-29']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-31']","[1.6636363636363636, 0.0, 0.7272727272727273, 0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.0]","[1.775, 1.0, 0.75, 0.25, 0.25, 0.0, 0.0, 0.0]",38,44,2020/8/10,113,60,0.042053587,F
MAXR,2020/7/2,2020/4/24,[14],"[14, 19, 35, 55, 63]",['2020-07-23'],"['2020-05-14', '2020-05-21', '2020-06-15', '2020-07-14', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.94, 0.6, 0.2, 0.4, 0.6, 0.0, 0.0, 0.2]",34,34,2020/8/10,26,74,0.04218637,F
PLAN,2020/5/22,2020/6/11,"[12, 21, 32, 42, 46]","[12, 24, 30]","['2020-06-10', '2020-06-23', '2020-07-09', '2020-07-23', '2020-07-29']","['2020-06-29', '2020-07-16', '2020-07-24']","[1.98, 1.0, 0.6, 0.0, 0.4, 0.2, 0.2, 0.0]","[2.4, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]",35,40,2020/8/10,54,41,0.042304257,F
MSC,2020/2/19,2020/5/22,"[5, 12, 28, 72, 85, 102]","[12, 21, 29, 34, 40]","['2020-02-26', '2020-03-06', '2020-03-30', '2020-06-02', '2020-06-19', '2020-07-15']","['2020-06-10', '2020-06-23', '2020-07-06', '2020-07-13', '2020-07-21']","[1.8333333333333333, 1.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]","[1.58, 1.0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2]",34,39,2020/8/10,120,54,0.04242823,F
BOOT,2020/5/12,2020/6/25,"[6, 11, 18, 24, 35, 45, 50, 54]","[12, 16, 21]","['2020-05-20', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-16', '2020-07-23', '2020-07-29']","['2020-07-14', '2020-07-20', '2020-07-27']","[1.625, 1.0, 0.625, 0.375, 0.125, 0.125, 0.125, 0.0]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",41,43,2020/8/10,62,31,0.042448056,F
VTR,2020/6/16,2020/5/29,"[12, 20, 25]","[9, 18, 28, 35, 40, 45]","['2020-07-02', '2020-07-15', '2020-07-22']","['2020-06-11', '2020-06-24', '2020-07-09', '2020-07-20', '2020-07-27', '2020-08-03']","[1.4, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]","[1.8666666666666665, 1.0, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]",37,38,2020/8/10,38,50,0.042522982,F
GOLF,2020/6/23,2020/5/14,"[7, 24, 29]","[21, 30, 41]","['2020-07-02', '2020-07-28', '2020-08-04']","['2020-06-15', '2020-06-26', '2020-07-14']","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",36,35,2020/8/10,33,60,0.042751047,F
DAVA,2020/6/8,2020/4/1,"[7, 14, 24, 29]","[30, 35, 50, 55, 61, 71, 84]","['2020-06-17', '2020-06-26', '2020-07-13', '2020-07-20']","['2020-05-14', '2020-05-21', '2020-06-12', '2020-06-19', '2020-06-29', '2020-07-14', '2020-07-31']","[1.825, 1.0, 0.25, 0.0, 0.5, 0.25, 0.25, 0.0]","[1.6714285714285713, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]",40,43,2020/8/10,44,90,0.042987756,F
BBU,2020/3/26,2020/2/28,"[12, 23, 49, 56, 69]","[14, 25, 30, 35, 53, 72, 84, 94]","['2020-04-14', '2020-04-29', '2020-06-05', '2020-06-16', '2020-07-06']","['2020-03-19', '2020-04-03', '2020-04-13', '2020-04-20', '2020-05-14', '2020-06-11', '2020-06-29', '2020-07-14']","[1.62, 0.4, 0.4, 0.0, 0.4, 0.2, 0.2, 0.0]","[1.9, 0.75, 0.375, 0.375, 0.375, 0.125, 0.25, 0.0]",36,33,2020/8/10,94,113,0.043043078,F
SPR,2020/1/7,2020/4/15,"[12, 21, 55, 65, 70, 78, 98, 105, 111, 120, 131, 137]","[8, 15, 21, 32, 40, 49, 60, 66, 77]","['2020-01-24', '2020-02-06', '2020-03-26', '2020-04-09', '2020-04-17', '2020-04-29', '2020-05-28', '2020-06-08', '2020-06-16', '2020-06-29', '2020-07-15', '2020-07-23']","['2020-04-27', '2020-05-06', '2020-05-14', '2020-06-01', '2020-06-11', '2020-06-24', '2020-07-10', '2020-07-20', '2020-08-04']","[1.7916666666666665, 0.0, 0.5, 0.4166666666666667, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333]","[1.6444444444444444, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.0]",34,33,2020/8/10,149,81,0.043113249,F
PGR,2020/7/1,2020/3/23,"[15, 24]","[7, 16, 36, 42, 57, 65, 75, 88]","['2020-07-23', '2020-08-05']","['2020-04-01', '2020-04-15', '2020-05-13', '2020-05-21', '2020-06-12', '2020-06-24', '2020-07-09', '2020-07-28']","[2.4, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0]","[1.625, 0.75, 0.5, 0.25, 0.25, 0.25, 0.125, 0.0]",36,35,2020/8/10,27,97,0.043198381,F
AHT,2020/5/28,2020/5/14,"[7, 13, 22, 35, 48]","[6, 12, 21, 30, 49, 56]","['2020-06-08', '2020-06-16', '2020-06-29', '2020-07-17', '2020-08-05']","['2020-05-22', '2020-06-02', '2020-06-15', '2020-06-26', '2020-07-24', '2020-08-04']","[1.74, 1.0, 0.2, 0.2, 0.4, 0.2, 0.2, 0.2]","[2.266666666666666, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0]",29,31,2020/8/10,51,60,0.043267479,F
MCC,2020/6/17,2019/10/24,[21],"[18, 36, 42, 49, 73, 86, 111, 141, 158, 180, 184, 189]",['2020-07-17'],"['2019-11-19', '2019-12-16', '2019-12-24', '2020-01-06', '2020-02-10', '2020-02-28', '2020-04-03', '2020-05-18', '2020-06-11', '2020-07-14', '2020-07-20', '2020-07-27']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.45, 0.0, 0.5833333333333334, 0.08333333333333333, 0.25, 0.08333333333333333, 0.16666666666666666, 0.0]",30,26,2020/8/10,37,199,0.043396299,F
MTRN,2020/6/30,2020/2/28,"[10, 14]","[14, 24, 33, 53, 63, 72, 81, 91, 107]","['2020-07-15', '2020-07-21']","['2020-03-19', '2020-04-02', '2020-04-16', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-09', '2020-07-31']","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.6222222222222222, 0.0, 0.5555555555555556, 0.0, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.0]",39,39,2020/8/10,28,113,0.043419667,F
NCLH,2020/3/26,2020/6/25,"[10, 24, 42, 50, 56, 67, 76]","[12, 21, 26]","['2020-04-09', '2020-04-30', '2020-05-27', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-15']","['2020-07-14', '2020-07-27', '2020-08-03']","[1.514285714285714, 0.8571428571428571, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",38,38,2020/8/10,94,31,0.043543025,F
ED,2020/7/6,2020/6/4,"[14, 18]","[5, 15, 24, 28]","['2020-07-24', '2020-07-30']","['2020-06-11', '2020-06-25', '2020-07-09', '2020-07-15']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25]",34,35,2020/8/10,25,46,0.04367911,F
ONTO,2020/7/23,2020/4/2,[7],"[12, 21, 29, 41, 48, 59, 70, 78]",['2020-08-03'],"['2020-04-21', '2020-05-04', '2020-05-14', '2020-06-02', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.6, 0.625, 0.5, 0.125, 0.25, 0.125, 0.25, 0.0]",20,21,2020/8/10,12,89,0.043680051,F
TRNO,2020/5/7,2020/3/16,"[7, 14, 21, 27, 39, 47, 58]","[13, 28, 42, 62, 70, 80, 85]","['2020-05-18', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-02', '2020-07-15', '2020-07-30']","['2020-04-02', '2020-04-24', '2020-05-14', '2020-06-12', '2020-06-24', '2020-07-09', '2020-07-16']","[1.5714285714285712, 1.0, 0.42857142857142855, 0.0, 0.42857142857142855, 0.0, 0.0, 0.0]","[1.5857142857142859, 0.7142857142857143, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.14285714285714285]",35,35,2020/8/10,65,102,0.043701175,F
DCO,2020/7/1,2020/7/9,[15],"[7, 12]",['2020-07-23'],"['2020-07-20', '2020-07-27']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",42,42,2020/8/10,27,22,0.043764662,F
A,2020/7/23,2020/5/21,[7],"[16, 24, 36, 44, 49]",['2020-08-03'],"['2020-06-15', '2020-06-25', '2020-07-14', '2020-07-24', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.52, 0.6, 0.4, 0.0, 0.2, 0.4, 0.4, 0.0]",37,39,2020/8/10,12,55,0.043768507,F
WOR,2019/3/1,2020/5/6,"[14, 25, 34, 44, 70, 84, 105, 111, 119, 136, 148, 156, 162, 168, 175, 183, 188, 202, 211, 223, 236, 240, 273, 280, 293, 300, 321, 327, 336, 346, 352]","[6, 12, 25, 35, 42, 51, 55, 60]","['2019-03-21', '2019-04-05', '2019-04-18', '2019-05-03', '2019-06-11', '2019-07-01', '2019-07-31', '2019-08-08', '2019-08-20', '2019-09-13', '2019-10-01', '2019-10-11', '2019-10-21', '2019-10-29', '2019-11-07', '2019-11-19', '2019-11-26', '2019-12-17', '2019-12-31', '2020-01-17', '2020-02-06', '2020-02-12', '2020-03-31', '2020-04-09', '2020-04-29', '2020-05-08', '2020-06-09', '2020-06-17', '2020-06-30', '2020-07-15', '2020-07-23']","['2020-05-14', '2020-05-22', '2020-06-11', '2020-06-25', '2020-07-07', '2020-07-20', '2020-07-24', '2020-07-31']","[1.5999999999999999, 0.12903225806451613, 0.41935483870967744, 0.22580645161290322, 0.3225806451612903, 0.1935483870967742, 0.1935483870967742, 0.03225806451612903]","[2.0875, 0.875, 0.625, 0.5, 0.25, 0.0, 0.25, 0.125]",37,37,2020/8/10,364,66,0.04378106,F
LB,2019/9/13,2020/5/6,"[12, 39, 45, 52, 69, 77, 84, 90, 94, 102, 109, 119, 133, 144, 157, 176, 183, 190, 203, 216, 220]","[6, 16, 27, 35]","['2019-10-01', '2019-11-07', '2019-11-15', '2019-11-26', '2019-12-20', '2020-01-03', '2020-01-14', '2020-01-23', '2020-01-29', '2020-02-10', '2020-02-20', '2020-03-05', '2020-03-25', '2020-04-09', '2020-04-29', '2020-05-27', '2020-06-05', '2020-06-16', '2020-07-06', '2020-07-23', '2020-07-29']","['2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25']","[1.4333333333333333, 0.09523809523809523, 0.47619047619047616, 0.19047619047619047, 0.23809523809523808, 0.14285714285714285, 0.19047619047619047, 0.0]","[1.55, 1.0, 0.5, 0.25, 0.25, 0.25, 0.0, 0.0]",38,37,2020/8/10,228,66,0.043828958,F
WAL,2020/5/28,2020/5/14,"[7, 13, 24, 35, 39]","[21, 30, 38]","['2020-06-08', '2020-06-16', '2020-07-01', '2020-07-17', '2020-07-23']","['2020-06-15', '2020-06-26', '2020-07-09']","[1.9800000000000002, 1.0, 0.4, 0.2, 0.4, 0.2, 0.2, 0.2]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",38,35,2020/8/10,51,60,0.043934521,F
ELAT,2020/7/15,2020/6/29,[15],"[7, 21]",['2020-08-05'],"['2020-07-09', '2020-07-29']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",13,10,2020/8/10,18,29,0.044147222,F
PD,2020/3/20,2020/6/11,"[4, 26, 36, 45, 49, 63, 72]","[12, 22, 30]","['2020-03-26', '2020-04-28', '2020-05-12', '2020-05-26', '2020-06-01', '2020-06-19', '2020-07-02']","['2020-06-29', '2020-07-14', '2020-07-24']","[1.8285714285714287, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]","[1.5666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]",25,25,2020/8/10,98,41,0.044154222,F
AIT,2020/6/23,2019/10/8,"[7, 15, 21]","[29, 39, 45, 50, 65, 75, 79, 84, 112, 123, 134, 143, 151, 161, 172, 180, 189, 205]","['2020-07-02', '2020-07-15', '2020-07-23']","['2019-11-18', '2019-12-03', '2019-12-11', '2019-12-18', '2020-01-10', '2020-01-27', '2020-01-31', '2020-02-07', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-31']","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.2944444444444443, 0.1111111111111111, 0.3888888888888889, 0.3333333333333333, 0.2222222222222222, 0.05555555555555555, 0.1111111111111111, 0.0]",38,35,2020/8/10,33,211,0.044233426,F
BMI,2020/5/26,2020/4/15,"[8, 15, 28, 35, 41, 45]","[13, 21, 31, 42, 50, 60, 64, 75]","['2020-06-05', '2020-06-16', '2020-07-06', '2020-07-15', '2020-07-23', '2020-07-29']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-10', '2020-07-16', '2020-07-31']","[1.6666666666666667, 1.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]","[1.7625000000000002, 0.875, 0.5, 0.375, 0.25, 0.125, 0.125, 0.125]",38,38,2020/8/10,53,81,0.04441966,F
AME,2020/6/16,2020/7/10,"[13, 21, 26]","[6, 15]","['2020-07-06', '2020-07-16', '2020-07-23']","['2020-07-20', '2020-07-31']","[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",43,38,2020/8/10,38,21,0.044465395,F
WPC,2019/10/31,2020/7/9,"[20, 27, 57, 63, 77, 84, 99, 110, 123, 130, 142, 149, 156, 168, 176, 181]",[12],"['2019-11-29', '2019-12-10', '2020-01-24', '2020-02-03', '2020-02-24', '2020-03-04', '2020-03-25', '2020-04-09', '2020-04-29', '2020-05-08', '2020-05-27', '2020-06-05', '2020-06-16', '2020-07-02', '2020-07-15', '2020-07-22']",['2020-07-27'],"[1.46875, 0.0625, 0.5, 0.1875, 0.25, 0.125, 0.1875, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",32,35,2020/8/10,194,22,0.044534611,F
PM,2020/4/28,2020/5/14,"[21, 28, 35, 63]","[21, 30, 36, 45, 55]","['2020-05-28', '2020-06-08', '2020-06-17', '2020-07-28']","['2020-06-15', '2020-06-26', '2020-07-07', '2020-07-20', '2020-08-03']","[2.925, 0.75, 0.5, 0.25, 1.0, 0.0, 0.0, 0.0]","[2.24, 0.8, 0.8, 0.6, 0.2, 0.0, 0.2, 0.2]",34,33,2020/8/10,72,60,0.044629207,F
KEX,2020/7/1,2020/1/6,"[15, 20]","[20, 37, 51, 60, 70, 84, 90, 96, 100, 111, 119, 130, 143]","['2020-07-23', '2020-07-30']","['2020-02-04', '2020-02-28', '2020-03-19', '2020-04-01', '2020-04-16', '2020-05-06', '2020-05-14', '2020-05-22', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-13', '2020-07-30']","[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.6076923076923078, 0.07692307692307693, 0.46153846153846156, 0.46153846153846156, 0.23076923076923078, 0.07692307692307693, 0.23076923076923078, 0.0]",42,40,2020/8/10,27,150,0.044659321,F
RIO,2020/7/20,2020/6/19,"[7, 12]","[7, 24, 28]","['2020-07-29', '2020-08-05']","['2020-06-30', '2020-07-24', '2020-07-30']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",40,39,2020/8/10,15,35,0.044660456,F
GCAP,2020/2/3,2020/2/10,"[12, 21, 48, 116]",[28],"['2020-02-20', '2020-03-04', '2020-04-13', '2020-07-20']",['2020-03-20'],"[2.125, 0.75, 0.75, 0.0, 0.25, 0.25, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",26,28,2020/8/10,131,126,0.044686318,F
FTV,2019/11/15,2020/7/24,"[10, 26, 31, 39, 56, 72, 99, 112, 120, 126, 132, 138, 148, 158, 167, 171, 175]",[7],"['2019-12-02', '2019-12-24', '2020-01-02', '2020-01-14', '2020-02-07', '2020-03-03', '2020-04-09', '2020-04-29', '2020-05-11', '2020-05-19', '2020-05-28', '2020-06-05', '2020-06-19', '2020-07-06', '2020-07-17', '2020-07-23', '2020-07-29']",['2020-08-04'],"[1.4058823529411764, 0.0, 0.47058823529411764, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.17647058823529413, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",41,36,2020/8/10,183,11,0.04470294,F
WNS,2020/2/18,2020/6/26,"[30, 42, 54, 64, 77, 83, 88, 96, 105]","[9, 17, 21]","['2020-03-31', '2020-04-17', '2020-05-05', '2020-05-19', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-17']","['2020-07-10', '2020-07-22', '2020-07-28']","[1.7000000000000002, 0.0, 0.5555555555555556, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",38,37,2020/8/10,121,30,0.044907469,F
GRA,2020/5/8,2020/5/29,"[12, 19, 38, 48, 56]","[11, 18, 28, 35, 45]","['2020-05-27', '2020-06-05', '2020-07-02', '2020-07-17', '2020-07-29']","['2020-06-15', '2020-06-24', '2020-07-09', '2020-07-20', '2020-08-03']","[1.56, 0.8, 0.4, 0.0, 0.2, 0.4, 0.4, 0.0]","[1.76, 1.0, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]",34,32,2020/8/10,64,50,0.044976286,F
DAL,2020/7/1,2019/8/5,"[9, 15]","[7, 16, 29, 35, 42, 47, 57, 62, 72, 78, 84, 90, 106, 120, 124, 130, 144, 156, 169, 180, 188, 196, 215, 226, 235, 251]","['2020-07-15', '2020-07-23']","['2019-08-14', '2019-08-27', '2019-09-16', '2019-09-24', '2019-10-03', '2019-10-10', '2019-10-24', '2019-10-31', '2019-11-14', '2019-11-22', '2019-12-03', '2019-12-11', '2020-01-06', '2020-01-27', '2020-01-31', '2020-02-10', '2020-03-02', '2020-03-18', '2020-04-06', '2020-04-22', '2020-05-04', '2020-05-14', '2020-06-11', '2020-06-26', '2020-07-10', '2020-08-03']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.3346153846153848, 0.11538461538461539, 0.38461538461538464, 0.2692307692307692, 0.19230769230769232, 0.15384615384615385, 0.23076923076923078, 0.0]",35,37,2020/8/10,27,256,0.045099792,F
MGM,2020/7/1,2020/7/9,[9],[12],['2020-07-15'],['2020-07-27'],"[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",36,37,2020/8/10,27,22,0.045169769,F
WWE,2020/7/15,2020/7/14,[12],[14],['2020-07-31'],['2020-08-03'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",42,35,2020/8/10,18,19,0.045204467,F
SJM,2020/7/6,2020/5/22,"[7, 21]","[15, 24, 32, 39, 48]","['2020-07-15', '2020-08-04']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-31']","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.88, 1.0, 0.8, 0.2, 0.0, 0.6, 0.4, 0.0]",43,39,2020/8/10,25,54,0.045221325,F
MMS,2020/6/16,2020/7/7,"[10, 15, 24]","[5, 14]","['2020-06-30', '2020-07-08', '2020-07-21']","['2020-07-14', '2020-07-27']","[1.9, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]",39,43,2020/8/10,38,24,0.045230634,F
TSE,2020/6/5,2020/6/25,"[7, 20, 28, 36]","[9, 20, 24]","['2020-06-16', '2020-07-06', '2020-07-16', '2020-07-28']","['2020-07-09', '2020-07-24', '2020-07-30']","[1.925, 1.0, 0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",44,41,2020/8/10,45,31,0.045415151,F
BMA,2020/7/6,2020/7/2,"[5, 15, 21]","[12, 21]","['2020-07-13', '2020-07-27', '2020-08-04']","['2020-07-21', '2020-08-03']","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",42,39,2020/8/10,25,26,0.045477781,F
WYND,2020/4/7,2020/6/29,"[15, 19, 24, 35, 41, 48, 60, 68]","[7, 14, 24]","['2020-04-29', '2020-05-05', '2020-05-12', '2020-05-28', '2020-06-05', '2020-06-16', '2020-07-02', '2020-07-15']","['2020-07-09', '2020-07-20', '2020-08-03']","[1.7625, 1.0, 0.5, 0.375, 0.125, 0.25, 0.375, 0.0]","[2.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",32,32,2020/8/10,86,29,0.045539274,F
ALV,2020/4/27,2020/7/1,"[9, 21, 28, 35, 40, 48, 56, 63]","[5, 11, 21]","['2020-05-08', '2020-05-27', '2020-06-05', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-16', '2020-07-27']","['2020-07-09', '2020-07-17', '2020-07-31']","[2.4124999999999996, 0.75, 0.5, 0.25, 0.625, 0.375, 0.125, 0.0]","[1.6666666666666667, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",39,37,2020/8/10,73,27,0.04555815,F
ABT,2020/3/30,2020/6/11,"[14, 30, 42, 49, 57, 80, 84, 89]","[10, 18, 22, 35]","['2020-04-20', '2020-05-12', '2020-05-29', '2020-06-09', '2020-06-19', '2020-07-23', '2020-07-29', '2020-08-05']","['2020-06-25', '2020-07-08', '2020-07-14', '2020-07-31']","[2.125, 0.625, 0.5, 0.25, 0.5, 0.125, 0.125, 0.125]","[1.35, 1.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0]",36,41,2020/8/10,92,41,0.045646971,F
FMX,2020/5/18,2020/2/28,"[14, 20, 25, 33, 45, 50]","[9, 14, 25, 36, 45, 53, 63, 72, 84, 96, 109]","['2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-22', '2020-07-29']","['2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-29', '2020-07-16', '2020-08-04']","[1.4, 1.0, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0]","[1.8545454545454545, 0.0, 0.6363636363636364, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.36363636363636365, 0.0]",41,38,2020/8/10,58,113,0.045647815,F
CMP,2020/5/28,2019/4/25,"[7, 13, 25, 35, 39]","[12, 20, 25, 36, 42, 51, 72, 84, 90, 105, 111, 123, 132, 136, 147, 154, 180, 190, 199, 213, 222, 229, 234, 238, 246, 261, 266, 276, 287, 295, 304, 311, 320]","['2020-06-08', '2020-06-16', '2020-07-02', '2020-07-17', '2020-07-23']","['2019-05-13', '2019-05-23', '2019-05-31', '2019-06-17', '2019-06-25', '2019-07-09', '2019-08-07', '2019-08-23', '2019-09-03', '2019-09-24', '2019-10-02', '2019-10-18', '2019-10-31', '2019-11-06', '2019-11-21', '2019-12-03', '2020-01-10', '2020-01-27', '2020-02-07', '2020-02-28', '2020-03-12', '2020-03-23', '2020-03-30', '2020-04-03', '2020-04-16', '2020-05-07', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-20', '2020-07-31']","[1.62, 1.0, 0.2, 0.4, 0.4, 0.0, 0.0, 0.2]","[1.6121212121212123, 0.09090909090909091, 0.5757575757575758, 0.24242424242424243, 0.24242424242424243, 0.12121212121212122, 0.21212121212121213, 0.0]",35,38,2020/8/10,51,326,0.045659765,F
SMP,2020/6/5,2020/6/25,"[7, 12, 20, 27, 31, 42]","[9, 21]","['2020-06-16', '2020-06-23', '2020-07-06', '2020-07-15', '2020-07-21', '2020-08-05']","['2020-07-09', '2020-07-27']","[1.7500000000000002, 1.0, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",40,37,2020/8/10,45,31,0.045752269,F
